start_time,end_time,peak_time,peak_flux,activity_level,confidence,duration_minutes
2026-05-29 06:28:41,2026-05-29 06:28:41,2026-05-29 06:28:41,128.0,2,61,0.0
2026-05-29 06:29:06,2026-05-29 06:38:42,2026-05-29 06:32:06,185.0,1,60,9.6
2026-05-29 06:38:45,2026-05-29 06:38:45,2026-05-29 06:38:45,191.0,2,62,0.0
2026-05-29 06:39:03,2026-05-29 06:44:10,2026-05-29 06:39:26,231.0,1,60,5.12
2026-05-29 06:44:13,2026-05-29 06:44:13,2026-05-29 06:44:13,240.0,2,61,0.0
2026-05-29 06:44:18,2026-05-29 06:44:18,2026-05-29 06:44:18,230.0,1,58,0.0
2026-05-29 06:44:34,2026-05-29 06:44:34,2026-05-29 06:44:34,242.0,2,61,0.0
2026-05-29 06:44:37,2026-05-29 06:44:37,2026-05-29 06:44:37,227.0,1,57,0.0
2026-05-29 06:44:46,2026-05-29 06:44:46,2026-05-29 06:44:46,234.0,2,61,0.0
2026-05-29 06:44:48,2026-05-29 06:44:57,2026-05-29 06:44:51,248.0,1,60,0.15
2026-05-29 06:45:03,2026-05-29 06:45:03,2026-05-29 06:45:03,253.0,2,60,0.0
2026-05-29 06:45:10,2026-05-29 06:45:17,2026-05-29 06:45:10,253.0,1,58,0.12
2026-05-29 06:45:27,2026-05-29 06:45:27,2026-05-29 06:45:27,268.0,2,61,0.0
2026-05-29 06:45:30,2026-05-29 06:45:48,2026-05-29 06:45:34,262.0,1,57,0.3
2026-05-29 06:46:07,2026-05-29 06:46:07,2026-05-29 06:46:07,289.0,2,61,0.0
2026-05-29 06:46:13,2026-05-29 06:46:14,2026-05-29 06:46:13,276.0,1,58,0.02
2026-05-29 06:46:19,2026-05-29 06:46:19,2026-05-29 06:46:19,295.0,2,61,0.0
2026-05-29 06:46:21,2026-05-29 06:47:45,2026-05-29 06:46:24,317.0,1,60,1.4
2026-05-29 06:47:49,2026-05-29 06:47:49,2026-05-29 06:47:49,338.0,2,64,0.0
2026-05-29 06:48:12,2026-05-29 06:55:24,2026-05-29 06:48:34,427.0,1,60,7.2
2026-05-29 06:55:58,2026-05-29 06:55:58,2026-05-29 06:55:58,473.0,2,64,0.0
2026-05-29 06:56:10,2026-05-29 06:56:25,2026-05-29 06:56:10,447.0,1,59,0.25
2026-05-29 06:56:26,2026-05-29 06:56:26,2026-05-29 06:56:26,502.0,2,64,0.0
2026-05-29 06:56:43,2026-05-29 06:57:39,2026-05-29 06:57:02,501.0,1,60,0.93
2026-05-29 06:57:58,2026-05-29 06:58:00,2026-05-29 06:57:58,537.0,2,63,0.03
2026-05-29 06:58:05,2026-05-29 07:15:10,2026-05-29 06:58:29,638.0,1,60,17.08
2026-05-29 07:15:20,2026-05-29 07:15:20,2026-05-29 07:15:20,506.0,2,61,0.0
2026-05-29 07:15:34,2026-05-29 07:17:05,2026-05-29 07:15:52,510.0,1,60,1.52
2026-05-29 07:17:18,2026-05-29 07:17:18,2026-05-29 07:17:18,463.0,2,61,0.0
2026-05-29 07:17:21,2026-05-29 07:34:52,2026-05-29 07:33:14,477.0,1,60,17.52
2026-05-29 07:35:21,2026-05-29 07:35:21,2026-05-29 07:35:21,173.0,2,61,0.0
2026-05-29 07:35:24,2026-05-29 07:35:24,2026-05-29 07:35:24,172.0,1,58,0.0
2026-05-29 07:35:51,2026-05-29 07:35:51,2026-05-29 07:35:51,180.0,2,62,0.0
2026-05-29 07:35:54,2026-05-29 07:38:09,2026-05-29 07:38:09,170.0,1,59,2.25
2026-05-29 07:39:04,2026-05-29 07:39:04,2026-05-29 07:39:04,155.0,2,60,0.0
2026-05-29 07:39:22,2026-05-29 07:41:08,2026-05-29 07:40:15,141.0,1,59,1.77
2026-05-29 07:41:37,2026-05-29 07:41:37,2026-05-29 07:41:37,130.0,2,62,0.0
2026-05-29 07:42:21,2026-05-29 07:44:13,2026-05-29 07:44:13,119.0,1,59,1.87
2026-05-29 07:44:33,2026-05-29 07:44:33,2026-05-29 07:44:33,104.0,2,60,0.0
2026-05-29 07:45:11,2026-05-29 07:46:51,2026-05-29 07:46:05,103.0,1,60,1.67
2026-05-29 07:47:09,2026-05-29 07:47:09,2026-05-29 07:47:09,90.0,2,60,0.0
2026-05-29 07:47:50,2026-05-29 07:54:50,2026-05-29 07:54:50,83.0,1,60,7.0
2026-05-29 07:55:15,2026-05-29 07:55:15,2026-05-29 07:55:15,54.0,2,61,0.0
2026-05-29 07:55:24,2026-05-29 08:01:52,2026-05-29 08:01:52,52.0,1,60,6.47
2026-05-29 08:02:14,2026-05-29 08:02:14,2026-05-29 08:02:14,34.0,2,60,0.0
2026-05-29 08:02:36,2026-05-29 08:07:23,2026-05-29 08:07:23,32.0,1,60,4.78
2026-05-29 08:08:10,2026-05-29 08:08:10,2026-05-29 08:08:10,29.0,2,61,0.0
2026-05-29 08:08:27,2026-05-29 08:10:20,2026-05-29 08:10:10,23.0,1,59,1.88
2026-05-29 08:10:35,2026-05-29 08:10:35,2026-05-29 08:10:35,24.0,2,61,0.0
2026-05-29 08:10:50,2026-05-29 08:11:42,2026-05-29 08:11:42,26.0,1,60,0.87
2026-05-29 08:11:44,2026-05-29 08:11:44,2026-05-29 08:11:44,34.0,3,67,0.0
2026-05-29 08:11:47,2026-05-29 08:11:47,2026-05-29 08:11:47,30.0,2,62,0.0
2026-05-29 08:11:58,2026-05-29 08:11:58,2026-05-29 08:11:58,27.0,1,60,0.0
2026-05-29 08:12:03,2026-05-29 08:12:03,2026-05-29 08:12:03,35.0,2,64,0.0
2026-05-29 08:12:12,2026-05-29 08:13:28,2026-05-29 08:12:33,33.0,1,60,1.27
2026-05-29 08:14:03,2026-05-29 08:14:03,2026-05-29 08:14:03,34.0,2,60,0.0
2026-05-29 08:14:49,2026-05-29 08:21:20,2026-05-29 08:19:13,29.0,1,58,6.52
2026-05-29 08:21:37,2026-05-29 08:21:37,2026-05-29 08:21:37,19.0,2,63,0.0
2026-05-29 08:22:23,2026-05-29 08:24:48,2026-05-29 08:22:49,16.0,1,60,2.42
2026-05-29 08:25:01,2026-05-29 08:25:01,2026-05-29 08:25:01,17.0,2,65,0.0
2026-05-29 08:25:09,2026-05-29 08:29:29,2026-05-29 08:25:56,14.0,1,59,4.33
2026-05-29 08:29:31,2026-05-29 08:29:31,2026-05-29 08:29:31,16.0,2,61,0.0
2026-05-29 08:29:39,2026-05-29 08:30:49,2026-05-29 08:30:29,15.0,1,60,1.17
2026-05-29 08:31:09,2026-05-29 08:31:09,2026-05-29 08:31:09,15.0,2,61,0.0
2026-05-29 08:31:21,2026-05-29 08:32:25,2026-05-29 08:31:56,14.0,1,59,1.07
2026-05-29 08:32:32,2026-05-29 08:32:32,2026-05-29 08:32:32,17.0,2,62,0.0
2026-05-29 08:32:34,2026-05-29 08:32:34,2026-05-29 08:32:34,14.0,1,57,0.0
2026-05-29 08:32:39,2026-05-29 08:32:39,2026-05-29 08:32:39,16.0,2,61,0.0
2026-05-29 08:34:15,2026-05-29 08:39:37,2026-05-29 08:35:55,15.0,1,59,5.37
2026-05-29 08:39:57,2026-05-29 08:40:20,2026-05-29 08:39:57,15.0,2,63,0.38
2026-05-29 08:40:35,2026-05-29 08:41:32,2026-05-29 08:40:35,13.0,1,60,0.95
2026-05-29 08:42:21,2026-05-29 08:42:21,2026-05-29 08:42:21,13.0,2,61,0.0
2026-05-29 08:43:46,2026-05-29 08:44:38,2026-05-29 08:43:46,11.0,1,59,0.87
2026-05-29 08:44:41,2026-05-29 08:45:23,2026-05-29 08:45:23,12.0,2,61,0.7
2026-05-29 08:45:26,2026-05-29 08:46:39,2026-05-29 08:45:53,12.0,1,60,1.22
2026-05-29 08:47:01,2026-05-29 08:47:01,2026-05-29 08:47:01,11.0,2,60,0.0
2026-05-29 08:47:05,2026-05-29 08:49:57,2026-05-29 08:49:51,12.0,1,60,2.87
2026-05-29 08:50:04,2026-05-29 08:50:04,2026-05-29 08:50:04,13.0,2,62,0.0
2026-05-29 08:50:22,2026-05-29 08:50:22,2026-05-29 08:50:22,10.0,1,57,0.0
2026-05-29 08:50:25,2026-05-29 08:50:25,2026-05-29 08:50:25,14.0,2,62,0.0
2026-05-29 08:50:47,2026-05-29 08:56:07,2026-05-29 08:52:39,14.0,1,60,5.33
2026-05-29 08:56:26,2026-05-29 08:56:26,2026-05-29 08:56:26,12.0,2,62,0.0
2026-05-29 08:57:52,2026-05-29 08:57:52,2026-05-29 08:57:52,9.0,1,57,0.0
2026-05-29 08:57:55,2026-05-29 08:57:55,2026-05-29 08:57:55,11.0,2,61,0.0
2026-05-29 08:58:11,2026-05-29 08:58:24,2026-05-29 08:58:11,10.0,1,59,0.22
2026-05-29 08:58:55,2026-05-29 08:58:55,2026-05-29 08:58:55,11.0,2,62,0.0
2026-05-29 08:59:04,2026-05-29 08:59:04,2026-05-29 08:59:04,9.0,1,57,0.0
2026-05-29 08:59:09,2026-05-29 08:59:09,2026-05-29 08:59:09,12.0,2,61,0.0
2026-05-29 08:59:41,2026-05-29 09:01:06,2026-05-29 09:00:21,11.0,1,60,1.42
2026-05-29 09:01:12,2026-05-29 09:01:12,2026-05-29 09:01:12,11.0,2,60,0.0
2026-05-29 09:01:59,2026-05-29 09:01:59,2026-05-29 09:01:59,8.0,1,57,0.0
2026-05-29 09:02:16,2026-05-29 09:02:16,2026-05-29 09:02:16,14.0,2,64,0.0
2026-05-29 09:02:29,2026-05-29 09:06:33,2026-05-29 09:04:35,12.0,1,60,4.07
2026-05-29 09:06:39,2026-05-29 09:06:39,2026-05-29 09:06:39,12.0,2,60,0.0
2026-05-29 09:06:45,2026-05-29 09:13:48,2026-05-29 09:13:48,12.0,1,59,7.05
2026-05-29 09:13:50,2026-05-29 09:13:50,2026-05-29 09:13:50,11.0,2,62,0.0
2026-05-29 09:14:00,2026-05-29 09:14:31,2026-05-29 09:14:22,11.0,1,59,0.52
2026-05-29 09:14:48,2026-05-29 09:15:08,2026-05-29 09:14:48,11.0,2,61,0.33
2026-05-29 09:15:18,2026-05-29 09:17:00,2026-05-29 09:16:49,11.0,1,60,1.7
2026-05-29 09:17:07,2026-05-29 09:17:07,2026-05-29 09:17:07,13.0,2,62,0.0
2026-05-29 09:17:22,2026-05-29 09:19:07,2026-05-29 09:17:42,14.0,1,59,1.75
2026-05-29 09:19:13,2026-05-29 09:19:13,2026-05-29 09:19:13,14.0,2,61,0.0
2026-05-29 09:19:15,2026-05-29 09:22:57,2026-05-29 09:20:28,15.0,1,60,3.7
2026-05-29 09:23:01,2026-05-29 09:23:01,2026-05-29 09:23:01,15.0,2,61,0.0
2026-05-29 09:23:36,2026-05-29 09:24:49,2026-05-29 09:24:10,12.0,1,58,1.22
2026-05-29 09:24:55,2026-05-29 09:24:55,2026-05-29 09:24:55,13.0,2,61,0.0
2026-05-29 09:26:47,2026-05-29 09:36:48,2026-05-29 09:36:48,13.0,1,60,10.02
2026-05-29 09:36:50,2026-05-29 09:37:01,2026-05-29 09:36:53,15.0,2,64,0.18
2026-05-29 09:37:14,2026-05-29 09:38:59,2026-05-29 09:38:59,14.0,1,60,1.75
2026-05-29 09:39:17,2026-05-29 09:39:36,2026-05-29 09:39:36,16.0,2,62,0.32
2026-05-29 09:39:57,2026-05-29 09:40:16,2026-05-29 09:39:57,13.0,1,57,0.32
2026-05-29 09:40:33,2026-05-29 09:40:33,2026-05-29 09:40:33,17.0,2,63,0.0
2026-05-29 09:40:43,2026-05-29 09:42:35,2026-05-29 09:42:03,14.0,1,59,1.87
2026-05-29 09:42:48,2026-05-29 09:42:48,2026-05-29 09:42:48,16.0,2,62,0.0
2026-05-29 09:43:17,2026-05-29 09:43:38,2026-05-29 09:43:17,13.0,1,59,0.35
2026-05-29 09:43:50,2026-05-29 09:44:04,2026-05-29 09:43:50,16.0,2,61,0.23
2026-05-29 09:44:39,2026-05-29 09:48:58,2026-05-29 09:48:45,17.0,1,60,4.32
2026-05-29 09:49:09,2026-05-29 09:49:09,2026-05-29 09:49:09,17.0,2,61,0.0
2026-05-29 09:49:13,2026-05-29 09:53:58,2026-05-29 09:50:06,18.0,1,59,4.75
2026-05-29 09:54:00,2026-05-29 09:54:00,2026-05-29 09:54:00,16.0,2,61,0.0
2026-05-29 09:54:23,2026-05-29 09:56:31,2026-05-29 09:54:29,16.0,1,60,2.13
2026-05-29 09:56:47,2026-05-29 09:56:47,2026-05-29 09:56:47,16.0,2,61,0.0
2026-05-29 09:57:11,2026-05-29 10:01:46,2026-05-29 10:00:59,15.0,1,60,4.58
2026-05-29 10:01:54,2026-05-29 10:02:07,2026-05-29 10:02:07,15.0,2,61,0.22
2026-05-29 10:02:35,2026-05-29 10:05:15,2026-05-29 10:04:37,11.0,1,58,2.67
2026-05-29 10:05:28,2026-05-29 10:05:28,2026-05-29 10:05:28,12.0,2,61,0.0
2026-05-29 10:05:34,2026-05-29 10:08:37,2026-05-29 10:06:55,12.0,1,59,3.05
2026-05-29 10:08:56,2026-05-29 10:08:56,2026-05-29 10:08:56,12.0,2,61,0.0
2026-05-29 10:09:12,2026-05-29 10:12:09,2026-05-29 10:11:12,14.0,1,60,2.95
2026-05-29 10:13:22,2026-05-29 10:13:22,2026-05-29 10:13:22,14.0,2,63,0.0
2026-05-29 10:13:26,2026-05-29 10:14:32,2026-05-29 10:14:05,12.0,1,59,1.1
2026-05-29 10:14:33,2026-05-29 10:14:33,2026-05-29 10:14:33,15.0,2,61,0.0
2026-05-29 10:14:35,2026-05-29 10:14:35,2026-05-29 10:14:35,11.0,1,57,0.0
2026-05-29 10:15:18,2026-05-29 10:15:18,2026-05-29 10:15:18,14.0,2,63,0.0
2026-05-29 10:15:58,2026-05-29 10:21:11,2026-05-29 10:19:35,12.0,1,59,5.22
2026-05-29 10:21:13,2026-05-29 10:21:13,2026-05-29 10:21:13,12.0,2,61,0.0
2026-05-29 10:21:38,2026-05-29 10:24:05,2026-05-29 10:24:05,12.0,1,60,2.45
2026-05-29 10:24:14,2026-05-29 10:24:14,2026-05-29 10:24:14,15.0,2,61,0.0
2026-05-29 10:24:24,2026-05-29 10:24:30,2026-05-29 10:24:30,11.0,1,57,0.1
2026-05-29 10:25:01,2026-05-29 10:25:01,2026-05-29 10:25:01,13.0,2,62,0.0
2026-05-29 10:25:23,2026-05-29 10:25:45,2026-05-29 10:25:23,11.0,1,58,0.37
2026-05-29 10:25:58,2026-05-29 10:25:58,2026-05-29 10:25:58,15.0,2,62,0.0
2026-05-29 10:26:17,2026-05-29 10:30:37,2026-05-29 10:28:47,13.0,1,60,4.33
2026-05-29 10:30:52,2026-05-29 10:31:04,2026-05-29 10:30:52,15.0,2,63,0.2
2026-05-29 10:31:15,2026-05-29 10:35:23,2026-05-29 10:34:08,12.0,1,60,4.13
2026-05-29 10:35:35,2026-05-29 10:35:35,2026-05-29 10:35:35,11.0,2,61,0.0
2026-05-29 10:35:39,2026-05-29 10:36:09,2026-05-29 10:35:39,11.0,1,58,0.5
2026-05-29 10:36:12,2026-05-29 10:36:12,2026-05-29 10:36:12,14.0,2,64,0.0
2026-05-29 10:36:16,2026-05-29 10:37:05,2026-05-29 10:36:55,14.0,1,60,0.82
2026-05-29 10:37:11,2026-05-29 10:37:11,2026-05-29 10:37:11,13.0,2,60,0.0
2026-05-29 10:37:12,2026-05-29 10:37:19,2026-05-29 10:37:19,13.0,1,59,0.12
2026-05-29 10:37:40,2026-05-29 10:37:40,2026-05-29 10:37:40,13.0,2,61,0.0
2026-05-29 10:38:03,2026-05-29 10:38:54,2026-05-29 10:38:54,13.0,1,58,0.85
2026-05-29 10:39:14,2026-05-29 10:39:14,2026-05-29 10:39:14,14.0,2,60,0.0
2026-05-29 10:39:39,2026-05-29 10:39:39,2026-05-29 10:39:39,11.0,1,57,0.0
2026-05-29 10:39:52,2026-05-29 10:39:52,2026-05-29 10:39:52,14.0,2,61,0.0
2026-05-29 10:40:10,2026-05-29 10:44:25,2026-05-29 10:44:03,14.0,1,60,4.25
2026-05-29 10:44:42,2026-05-29 10:44:52,2026-05-29 10:44:42,18.0,2,65,0.17
2026-05-29 10:45:16,2026-05-29 10:45:54,2026-05-29 10:45:29,13.0,1,59,0.63
2026-05-29 10:46:25,2026-05-29 10:46:25,2026-05-29 10:46:25,15.0,2,61,0.0
2026-05-29 10:46:42,2026-05-29 10:47:57,2026-05-29 10:46:42,13.0,1,58,1.25
2026-05-29 10:47:59,2026-05-29 10:47:59,2026-05-29 10:47:59,15.0,2,61,0.0
2026-05-29 10:48:03,2026-05-29 10:52:58,2026-05-29 10:49:36,14.0,1,60,4.92
2026-05-29 10:53:32,2026-05-29 10:54:13,2026-05-29 10:53:32,13.0,2,62,0.68
2026-05-29 10:54:26,2026-05-29 10:55:25,2026-05-29 10:54:26,12.0,1,60,0.98
2026-05-29 10:55:49,2026-05-29 10:55:49,2026-05-29 10:55:49,13.0,2,62,0.0
2026-05-29 10:56:05,2026-05-29 10:56:05,2026-05-29 10:56:05,11.0,1,57,0.0
2026-05-29 10:56:09,2026-05-29 10:56:09,2026-05-29 10:56:09,16.0,2,65,0.0
2026-05-29 10:56:34,2026-05-29 11:01:59,2026-05-29 11:00:53,15.0,1,60,5.42
2026-05-29 11:02:06,2026-05-29 11:02:06,2026-05-29 11:02:06,17.0,2,63,0.0
2026-05-29 11:02:28,2026-05-29 11:02:28,2026-05-29 11:02:28,11.0,1,57,0.0
2026-05-29 11:02:37,2026-05-29 11:02:37,2026-05-29 11:02:37,17.0,2,62,0.0
2026-05-29 11:02:55,2026-05-29 11:03:32,2026-05-29 11:02:55,14.0,1,59,0.62
2026-05-29 11:03:53,2026-05-29 11:03:53,2026-05-29 11:03:53,15.0,2,61,0.0
2026-05-29 11:04:14,2026-05-29 11:08:44,2026-05-29 11:07:19,15.0,1,60,4.5
2026-05-29 11:08:48,2026-05-29 11:08:48,2026-05-29 11:08:48,17.0,2,62,0.0
2026-05-29 11:09:20,2026-05-29 11:09:27,2026-05-29 11:09:20,14.0,1,59,0.12
2026-05-29 11:09:30,2026-05-29 11:09:30,2026-05-29 11:09:30,16.0,2,61,0.0
2026-05-29 11:09:32,2026-05-29 11:10:08,2026-05-29 11:10:08,14.0,1,58,0.6
2026-05-29 11:10:23,2026-05-29 11:10:23,2026-05-29 11:10:23,15.0,2,61,0.0
2026-05-29 11:10:30,2026-05-29 11:15:01,2026-05-29 11:12:44,16.0,1,60,4.52
2026-05-29 11:15:03,2026-05-29 11:15:03,2026-05-29 11:15:03,14.0,2,60,0.0
2026-05-29 11:15:05,2026-05-29 11:15:57,2026-05-29 11:15:05,12.0,1,59,0.87
2026-05-29 11:16:13,2026-05-29 11:16:13,2026-05-29 11:16:13,14.0,2,62,0.0
2026-05-29 11:16:33,2026-05-29 11:18:02,2026-05-29 11:18:02,13.0,1,60,1.48
2026-05-29 11:18:13,2026-05-29 11:18:13,2026-05-29 11:18:13,14.0,2,61,0.0
2026-05-29 11:18:19,2026-05-29 11:23:20,2026-05-29 11:19:23,13.0,1,60,5.02
2026-05-29 11:23:57,2026-05-29 11:23:57,2026-05-29 11:23:57,12.0,2,61,0.0
2026-05-29 11:24:26,2026-05-29 11:25:33,2026-05-29 11:24:40,11.0,1,59,1.12
2026-05-29 11:25:38,2026-05-29 11:25:38,2026-05-29 11:25:38,12.0,2,61,0.0
2026-05-29 11:25:42,2026-05-29 11:30:59,2026-05-29 11:26:07,11.0,1,59,5.28
2026-05-29 11:31:02,2026-05-29 11:31:02,2026-05-29 11:31:02,14.0,2,64,0.0
2026-05-29 11:31:07,2026-05-29 11:31:42,2026-05-29 11:31:42,12.0,1,60,0.58
2026-05-29 11:32:14,2026-05-29 11:32:14,2026-05-29 11:32:14,16.0,3,66,0.0
2026-05-29 11:32:26,2026-05-29 11:33:03,2026-05-29 11:33:03,10.0,1,58,0.62
2026-05-29 11:33:10,2026-05-29 11:33:10,2026-05-29 11:33:10,12.0,2,61,0.0
2026-05-29 11:33:49,2026-05-29 11:38:37,2026-05-29 11:34:04,12.0,1,60,4.8
2026-05-29 11:38:48,2026-05-29 11:38:48,2026-05-29 11:38:48,12.0,2,61,0.0
2026-05-29 11:39:01,2026-05-29 11:39:43,2026-05-29 11:39:11,11.0,1,58,0.7
2026-05-29 11:39:52,2026-05-29 11:39:52,2026-05-29 11:39:52,13.0,2,62,0.0
2026-05-29 11:40:04,2026-05-29 11:40:27,2026-05-29 11:40:27,11.0,1,57,0.38
2026-05-29 11:40:33,2026-05-29 11:40:33,2026-05-29 11:40:33,14.0,2,62,0.0
2026-05-29 11:41:28,2026-05-29 11:44:13,2026-05-29 11:42:21,17.0,1,60,2.75
2026-05-29 11:44:35,2026-05-29 11:44:35,2026-05-29 11:44:35,19.0,2,63,0.0
2026-05-29 11:44:52,2026-05-29 11:45:56,2026-05-29 11:44:52,17.0,1,59,1.07
2026-05-29 11:45:58,2026-05-29 11:45:58,2026-05-29 11:45:58,21.0,2,63,0.0
2026-05-29 11:46:28,2026-05-29 11:47:20,2026-05-29 11:47:20,16.0,1,58,0.87
2026-05-29 11:47:27,2026-05-29 11:47:27,2026-05-29 11:47:27,18.0,2,60,0.0
2026-05-29 11:47:59,2026-05-29 11:47:59,2026-05-29 11:47:59,14.0,1,58,0.0
2026-05-29 11:48:10,2026-05-29 11:48:10,2026-05-29 11:48:10,18.0,2,61,0.0
2026-05-29 11:48:13,2026-05-29 11:49:10,2026-05-29 11:49:10,17.0,1,60,0.95
2026-05-29 11:49:25,2026-05-29 11:49:25,2026-05-29 11:49:25,20.0,2,62,0.0
2026-05-29 11:49:37,2026-05-29 11:50:43,2026-05-29 11:50:32,17.0,1,59,1.1
2026-05-29 11:51:10,2026-05-29 11:51:10,2026-05-29 11:51:10,19.0,2,62,0.0
2026-05-29 11:51:18,2026-05-29 11:51:18,2026-05-29 11:51:18,16.0,1,58,0.0
2026-05-29 11:51:20,2026-05-29 11:51:20,2026-05-29 11:51:20,20.0,2,60,0.0
2026-05-29 11:51:28,2026-05-29 11:54:50,2026-05-29 11:54:50,16.0,1,59,3.37
2026-05-29 11:55:35,2026-05-29 11:55:35,2026-05-29 11:55:35,14.0,2,61,0.0
2026-05-29 11:55:51,2026-05-29 11:56:06,2026-05-29 11:55:51,13.0,1,60,0.25
2026-05-29 11:56:19,2026-05-29 11:56:19,2026-05-29 11:56:19,15.0,2,62,0.0
2026-05-29 11:56:34,2026-05-29 11:59:47,2026-05-29 11:57:07,13.0,1,60,3.22
2026-05-29 11:59:51,2026-05-29 12:00:13,2026-05-29 12:00:13,15.0,2,63,0.37
2026-05-29 12:00:15,2026-05-29 12:03:32,2026-05-29 12:01:30,12.0,1,60,3.28
2026-05-29 12:03:38,2026-05-29 12:03:38,2026-05-29 12:03:38,12.0,2,61,0.0
2026-05-29 12:03:49,2026-05-29 12:08:29,2026-05-29 12:07:53,13.0,1,59,4.67
2026-05-29 12:08:31,2026-05-29 12:08:31,2026-05-29 12:08:31,13.0,2,61,0.0
2026-05-29 12:08:33,2026-05-29 12:09:17,2026-05-29 12:08:57,11.0,1,59,0.73
2026-05-29 12:09:26,2026-05-29 12:09:26,2026-05-29 12:09:26,13.0,2,61,0.0
2026-05-29 12:09:34,2026-05-29 12:09:34,2026-05-29 12:09:34,10.0,1,58,0.0
2026-05-29 12:09:35,2026-05-29 12:09:35,2026-05-29 12:09:35,15.0,2,62,0.0
2026-05-29 12:09:39,2026-05-29 12:13:37,2026-05-29 12:13:23,12.0,1,60,3.97
2026-05-29 12:13:56,2026-05-29 12:13:58,2026-05-29 12:13:58,16.0,2,65,0.03
2026-05-29 12:14:04,2026-05-29 12:14:40,2026-05-29 12:14:04,11.0,1,59,0.6
2026-05-29 12:15:11,2026-05-29 12:15:11,2026-05-29 12:15:11,15.0,2,64,0.0
2026-05-29 12:15:25,2026-05-29 12:15:25,2026-05-29 12:15:25,11.0,1,57,0.0
2026-05-29 12:15:27,2026-05-29 12:15:27,2026-05-29 12:15:27,13.0,2,61,0.0
2026-05-29 12:15:29,2026-05-29 12:20:32,2026-05-29 12:19:17,12.0,1,60,5.05
2026-05-29 12:20:46,2026-05-29 12:20:46,2026-05-29 12:20:46,13.0,2,62,0.0
2026-05-29 12:20:53,2026-05-29 12:21:15,2026-05-29 12:21:15,13.0,1,60,0.37
2026-05-29 12:21:23,2026-05-29 12:21:23,2026-05-29 12:21:23,13.0,2,61,0.0
2026-05-29 12:21:49,2026-05-29 12:22:10,2026-05-29 12:22:10,12.0,1,58,0.35
2026-05-29 12:22:32,2026-05-29 12:22:32,2026-05-29 12:22:32,12.0,2,60,0.0
2026-05-29 12:22:52,2026-05-29 12:23:10,2026-05-29 12:23:10,11.0,1,58,0.3
2026-05-29 12:23:49,2026-05-29 12:23:49,2026-05-29 12:23:49,14.0,2,63,0.0
2026-05-29 12:23:51,2026-05-29 12:23:57,2026-05-29 12:23:57,13.0,1,60,0.1
2026-05-29 12:24:54,2026-05-29 12:25:09,2026-05-29 12:24:54,13.0,2,62,0.25
2026-05-29 12:25:15,2026-05-29 12:25:15,2026-05-29 12:25:15,11.0,1,58,0.0
2026-05-29 12:25:40,2026-05-29 12:25:40,2026-05-29 12:25:40,12.0,2,61,0.0
2026-05-29 12:25:54,2026-05-29 12:26:02,2026-05-29 12:26:02,10.0,1,57,0.13
2026-05-29 12:26:06,2026-05-29 12:26:27,2026-05-29 12:26:27,13.0,2,61,0.35
2026-05-29 12:26:33,2026-05-29 12:26:33,2026-05-29 12:26:33,11.0,1,58,0.0
2026-05-29 12:26:50,2026-05-29 12:26:50,2026-05-29 12:26:50,15.0,2,62,0.0
2026-05-29 12:27:17,2026-05-29 12:36:19,2026-05-29 12:36:13,14.0,1,60,9.03
2026-05-29 12:36:22,2026-05-29 12:36:22,2026-05-29 12:36:22,11.0,2,61,0.0
2026-05-29 12:36:58,2026-05-29 12:37:35,2026-05-29 12:37:12,10.0,1,60,0.62
2026-05-29 12:37:54,2026-05-29 12:37:54,2026-05-29 12:37:54,12.0,2,60,0.0
2026-05-29 12:38:00,2026-05-29 12:38:54,2026-05-29 12:38:50,13.0,1,60,0.9
2026-05-29 12:39:36,2026-05-29 12:39:36,2026-05-29 12:39:36,12.0,2,61,0.0
2026-05-29 12:39:54,2026-05-29 12:41:13,2026-05-29 12:40:22,12.0,1,60,1.32
2026-05-29 12:41:33,2026-05-29 12:41:33,2026-05-29 12:41:33,15.0,2,64,0.0
2026-05-29 12:41:36,2026-05-29 12:43:59,2026-05-29 12:43:12,14.0,1,60,2.38
2026-05-29 12:44:02,2026-05-29 12:44:02,2026-05-29 12:44:02,18.0,2,63,0.0
2026-05-29 12:44:18,2026-05-29 13:01:49,2026-05-29 12:48:58,18.0,1,60,17.52
2026-05-29 13:01:53,2026-05-29 13:01:53,2026-05-29 13:01:53,22.0,2,64,0.0
2026-05-29 13:01:56,2026-05-29 13:03:46,2026-05-29 13:03:38,19.0,1,60,1.83
2026-05-29 13:03:54,2026-05-29 13:03:56,2026-05-29 13:03:54,22.0,2,63,0.03
2026-05-29 13:04:05,2026-05-29 13:04:34,2026-05-29 13:04:28,19.0,1,59,0.48
2026-05-29 13:05:02,2026-05-29 13:05:02,2026-05-29 13:05:02,22.0,2,62,0.0
2026-05-29 13:05:20,2026-05-29 13:09:06,2026-05-29 13:05:20,22.0,1,60,3.77
2026-05-29 13:09:50,2026-05-29 13:09:50,2026-05-29 13:09:50,24.0,2,63,0.0
2026-05-29 13:10:34,2026-05-29 13:14:27,2026-05-29 13:10:34,22.0,1,59,3.88
2026-05-29 13:14:53,2026-05-29 13:15:00,2026-05-29 13:15:00,27.0,2,63,0.12
2026-05-29 13:15:04,2026-05-29 13:15:05,2026-05-29 13:15:04,24.0,1,58,0.02
